Show_id,age_group,gender,country,region,subscription_plan,monthly_fee,subscription_start_date,subscription_end_date,payment_method,discount_applied,churn_status,title,content_type,genre,language,release_year,device_type,watch_time_minutes,session_count,completion_percentage,date_watched,time_of_day,rating,liked,recommendation_source,days_since_last_watch,avg_weekly_watch_time,content_diversity_score,User_status,Engagement_Level,Completion_group,Viwer_Type
U100103,50,Female,South Africa,Africa,Basic,8.99,2023-08-21,2026-02-07,Wallet,Yes,Active,Thriller Title 2326,Movie,Thriller,Portuguese,2004,Mobile,73,2,100,2023-11-27,Evening,2,No,Search,45,231,0.78,At Risk,low,High Completion,Casual viewer
U100104,60,Male,UK,Europe,Basic,8.99,2022-03-02,2026-02-07,Card,No,Active,Romance Title 419,Series,Romance,German,2014,TV,73,2,100,2022-09-22,Afternoon,4,Yes,Trending,46,126,0.22,At Risk,low,High Completion,Casual viewer
U100105,60,Female,Japan,Asia,Premium,17.99,2022-02-06,2026-02-07,Wallet,No,Active,Romance Title 1439,Series,Romance,Hindi,2007,Tablet,128,4,100,2022-05-29,Night,5,Yes,Trending,37,332,0.52,At Risk,low,High Completion,Heavy viewer
U100106,17,Female,Canada,North America,Standard,13.99,2022-04-04,2026-02-07,Bank Transfer,No,Active,Comedy Title 2019,Series,Comedy,Portuguese,2010,Laptop,64,2,71,2022-05-31,Afternoon,2,No,Ads,42,235,0.29,At Risk,low,Medium,Casual viewer
U100107,50,Female,UK,Europe,Basic,8.99,2022-12-05,2026-02-07,Wallet,Yes,Active,Action Title 2547,Movie,Action,Yoruba,2010,Mobile,71,2,100,2022-12-18,Morning,2,No,Ads,46,131,0.74,At Risk,low,High Completion,Casual viewer
U100108,50,Male,Germany,Europe,Basic,8.99,2022-05-05,2023-03-07,Wallet,No,Cancelled,Comedy Title 460,Movie,Comedy,German,2022,TV,94,3,100,2022-09-29,Morning,3,No,Ads,10,226,0.61,Active,low,High Completion,Casual viewer
U100109,60,Female,India,Asia,Basic,8.99,2023-07-31,2026-02-07,Wallet,Yes,Active,Drama Title 606,Movie,Drama,Japanese,2015,Laptop,84,2,100,2023-10-20,Night,3,No,Search,56,173,0.98,At Risk,low,High Completion,Casual viewer
U100110,40,Female,Japan,Asia,Premium,17.99,2023-07-07,2023-12-12,Bank Transfer,No,Cancelled,Thriller Title 1260,Movie,Thriller,Portuguese,2016,Mobile,131,4,100,2024-03-20,Afternoon,5,Yes,Trending,40,373,0.38,At Risk,low,High Completion,Heavy viewer
U100111,50,Female,South Africa,Africa,Basic,8.99,2022-04-29,2026-02-07,Bank Transfer,No,Active,Thriller Title 1324,Series,Thriller,Japanese,2016,Mobile,54,1,90,2022-05-21,Night,3,No,Ads,37,203,0.3,At Risk,low,High Completion,Casual viewer
U100112,50,Male,France,Europe,Premium,17.99,2022-08-25,2023-05-29,Wallet,No,Cancelled,Action Title 2402,Series,Action,German,2004,Laptop,107,3,89,2023-04-22,Evening,4,Yes,Algorithm,31,290,0.41,At Risk,low,High Completion,Heavy viewer
U100113,50,Male,UK,Europe,Standard,13.99,2023-11-14,2026-02-07,Bank Transfer,Yes,Active,Animation Title 153,Movie,Animation,German,2019,Laptop,71,2,78,2024-03-26,Morning,1,No,Friend,12,235,0.67,Active,low,Medium,Casual viewer
U100114,21,Female,Nigeria,Africa,Premium,17.99,2022-04-23,2026-02-07,Wallet,No,Active,Animation Title 262,Series,Animation,French,2012,Mobile,123,4,100,2023-01-11,Afternoon,4,Yes,Search,38,397,0.89,At Risk,low,High Completion,Heavy viewer
U100115,30,Female,South Africa,Africa,Standard,13.99,2022-12-30,2026-02-07,Card,No,Active,Drama Title 1111,Series,Drama,German,2007,TV,96,3,100,2023-08-16,Afternoon,3,No,Algorithm,11,289,0.9,Active,low,High Completion,Heavy viewer
U100116,40,Female,Japan,Asia,Premium,17.99,2024-01-23,2026-02-07,Card,No,Active,Sci-Fi Title 173,Movie,Sci-Fi,German,2000,Mobile,109,3,90,2024-03-01,Night,4,Yes,Trending,7,376,0.61,Active,low,High Completion,Heavy viewer
U100117,60,Female,France,Europe,Basic,8.99,2023-03-15,2026-02-07,Bank Transfer,No,Active,Romance Title 2497,Series,Romance,German,2019,Laptop,66,2,100,2023-12-17,Morning,4,Yes,Ads,4,125,0.63,Active,low,High Completion,Casual viewer
U100118,40,Female,UK,Europe,Premium,17.99,2023-04-18,2026-02-07,Bank Transfer,No,Active,Action Title 937,Series,Action,Portuguese,2008,Tablet,138,4,100,2023-11-23,Evening,2,No,Ads,49,367,0.25,At Risk,low,High Completion,Heavy viewer
U100119,50,Male,Germany,Europe,Basic,8.99,2022-05-22,2026-02-07,Wallet,Yes,Active,Comedy Title 1090,Series,Comedy,Japanese,2019,TV,66,2,100,2022-08-14,Night,3,No,Trending,22,185,0.9,Active,low,High Completion,Casual viewer
U100120,30,Female,Germany,Europe,Premium,17.99,2022-08-11,2022-12-27,Bank Transfer,No,Cancelled,Documentary Title 2835,Movie,Documentary,French,2010,Laptop,118,3,98,2022-12-31,Afternoon,1,No,Algorithm,48,389,0.56,At Risk,low,High Completion,Heavy viewer
U100121,21,Male,USA,North America,Basic,8.99,2023-03-16,2023-05-05,Bank Transfer,No,Cancelled,Thriller Title 2353,Series,Thriller,German,2017,Mobile,76,2,100,2023-10-26,Evening,4,Yes,Friend,50,219,0.38,At Risk,low,High Completion,Casual viewer
U100122,17,Male,Brazil,South America,Basic,8.99,2024-01-23,2026-02-07,Card,No,Active,Romance Title 2663,Movie,Romance,Japanese,2000,Tablet,56,1,93,2024-07-18,Evening,2,No,Ads,32,175,0.71,At Risk,low,High Completion,Casual viewer
U100123,21,Male,USA,North America,Basic,8.99,2023-06-07,2026-02-07,Card,No,Active,Action Title 595,Movie,Action,Portuguese,2014,Tablet,69,2,100,2024-02-19,Evening,3,No,Ads,11,153,0.22,Active,low,High Completion,Casual viewer
U100124,40,Male,Japan,Asia,Standard,13.99,2023-12-04,2026-02-07,Bank Transfer,No,Active,Animation Title 1095,Series,Animation,Yoruba,2018,Tablet,94,3,100,2024-09-06,Afternoon,3,No,Trending,15,298,0.88,Active,low,High Completion,Heavy viewer
U100125,17,Female,India,Asia,Premium,17.99,2023-04-21,2026-02-07,Wallet,Yes,Active,Thriller Title 470,Movie,Thriller,Portuguese,2021,Tablet,130,4,100,2023-05-08,Night,5,Yes,Algorithm,44,379,0.59,At Risk,low,High Completion,Heavy viewer
U100126,21,Female,Germany,Europe,Basic,8.99,2023-09-22,2026-02-07,Card,No,Active,Action Title 622,Movie,Action,German,2017,TV,48,1,80,2024-03-27,Morning,3,No,Ads,53,116,0.84,At Risk,low,High Completion,Casual viewer
U100127,40,Male,Nigeria,Africa,Basic,8.99,2023-09-30,2026-02-07,Wallet,Yes,Active,Comedy Title 1538,Movie,Comedy,French,2004,Mobile,68,2,100,2023-11-09,Evening,5,Yes,Trending,8,160,0.43,Active,low,High Completion,Casual viewer
U100128,50,Male,Canada,North America,Standard,13.99,2022-03-09,2022-07-21,Bank Transfer,No,Cancelled,Drama Title 788,Movie,Drama,French,2001,TV,86,2,95,2022-11-06,Night,3,No,Friend,45,366,0.76,At Risk,low,High Completion,Heavy viewer
U100129,21,Female,Japan,Asia,Standard,13.99,2022-11-15,2026-02-07,Bank Transfer,No,Active,Animation Title 966,Series,Animation,Yoruba,2018,Mobile,89,2,98,2022-12-04,Afternoon,3,No,Trending,16,266,0.26,Active,low,High Completion,Heavy viewer
U100130,60,Male,India,Asia,Basic,8.99,2022-10-06,2026-02-07,Wallet,No,Active,Thriller Title 2298,Series,Thriller,English,2003,Laptop,52,1,86,2023-03-02,Night,3,No,Ads,49,191,0.77,At Risk,low,High Completion,Casual viewer
U100131,21,Male,Germany,Europe,Basic,8.99,2022-12-10,2023-05-06,Bank Transfer,Yes,Cancelled,Romance Title 2122,Series,Romance,Portuguese,2004,Laptop,48,1,80,2023-04-23,Night,4,Yes,Search,19,207,0.84,Active,low,High Completion,Casual viewer
U100132,21,Female,Canada,North America,Basic,8.99,2023-01-05,2023-04-22,Wallet,Yes,Cancelled,Thriller Title 889,Series,Thriller,German,2007,TV,57,1,95,2023-04-01,Morning,5,Yes,Ads,31,196,0.79,At Risk,low,High Completion,Casual viewer
U100133,50,Male,India,Asia,Basic,8.99,2023-07-19,2026-02-07,Wallet,Yes,Active,Romance Title 518,Movie,Romance,Portuguese,2007,Laptop,92,3,100,2023-08-25,Evening,2,No,Search,27,158,0.83,Active,low,High Completion,Casual viewer
U100134,40,Male,UK,Europe,Standard,13.99,2022-06-25,2026-02-07,Wallet,No,Active,Comedy Title 815,Series,Comedy,Yoruba,2014,TV,73,2,81,2022-11-06,Morning,4,Yes,Ads,18,249,0.22,Active,low,High Completion,Casual viewer
U100135,50,Male,Germany,Europe,Basic,8.99,2023-10-20,2026-02-07,Card,No,Active,Comedy Title 2985,Series,Comedy,Portuguese,2017,Laptop,63,2,100,2024-03-05,Evening,2,No,Trending,31,143,0.5,At Risk,low,High Completion,Casual viewer
U100136,30,Female,South Africa,Africa,Premium,17.99,2024-01-30,2026-02-07,Wallet,No,Active,Drama Title 260,Series,Drama,Portuguese,2004,Mobile,118,3,98,2024-06-26,Morning,5,Yes,Ads,34,294,0.67,At Risk,low,High Completion,Heavy viewer
U100137,60,Female,Canada,North America,Premium,17.99,2023-09-03,2026-02-07,Card,No,Active,Animation Title 2870,Series,Animation,Portuguese,2000,Laptop,111,3,92,2024-02-12,Afternoon,4,Yes,Friend,45,332,0.93,At Risk,low,High Completion,Heavy viewer
U100138,50,Male,Canada,North America,Basic,8.99,2023-01-27,2026-02-07,Wallet,No,Active,Sci-Fi Title 751,Movie,Sci-Fi,French,2007,Tablet,35,1,58,2023-05-11,Morning,2,No,Friend,38,173,0.61,At Risk,low,Medium,Casual viewer
U100139,60,Female,France,Europe,Basic,8.99,2023-11-30,2026-02-07,Bank Transfer,Yes,Active,Documentary Title 2949,Movie,Documentary,German,2023,Tablet,75,2,100,2024-05-23,Night,4,Yes,Algorithm,53,130,0.46,At Risk,low,High Completion,Casual viewer
U100140,40,Female,France,Europe,Premium,17.99,2023-08-25,2026-02-07,Bank Transfer,No,Active,Thriller Title 749,Series,Thriller,English,2002,TV,88,2,73,2024-05-11,Evening,4,Yes,Ads,3,349,0.4,Active,low,Medium,Heavy viewer
U100141,17,Female,Japan,Asia,Standard,13.99,2022-05-18,2026-02-07,Bank Transfer,Yes,Active,Action Title 967,Movie,Action,Japanese,2020,Mobile,108,3,100,2023-02-01,Morning,4,Yes,Search,60,318,0.58,At Risk,low,High Completion,Heavy viewer
U100142,21,Female,Brazil,South America,Premium,17.99,2024-03-11,2026-02-07,Card,No,Active,Action Title 2874,Series,Action,German,2004,TV,115,3,95,2024-10-23,Evening,3,No,Ads,42,361,0.95,At Risk,low,High Completion,Heavy viewer
U100143,21,Female,Brazil,South America,Basic,8.99,2023-06-25,2026-02-07,Card,No,Active,Animation Title 2132,Series,Animation,English,2013,TV,49,1,81,2023-07-09,Evening,3,No,Ads,2,180,0.32,Active,low,High Completion,Casual viewer
U100144,50,Female,South Africa,Africa,Premium,17.99,2024-05-06,2025-11-07,Bank Transfer,Yes,Cancelled,Action Title 2190,Series,Action,Japanese,2012,TV,117,3,97,2024-08-23,Night,5,Yes,Algorithm,16,275,0.73,Active,low,High Completion,Heavy viewer
U100145,40,Male,Nigeria,Africa,Basic,8.99,2022-08-20,2026-02-07,Wallet,No,Active,Animation Title 631,Series,Animation,French,2004,Mobile,104,3,100,2023-06-10,Evening,4,Yes,Ads,0,153,0.56,Active,low,High Completion,Casual viewer
U100146,40,Female,Germany,Europe,Premium,17.99,2023-01-24,2026-02-07,Card,No,Active,Documentary Title 1439,Series,Documentary,Yoruba,2019,Tablet,119,3,99,2023-03-17,Morning,5,Yes,Trending,18,398,0.66,Active,low,High Completion,Heavy viewer
U100147,30,Male,USA,North America,Basic,8.99,2023-10-03,2024-06-27,Card,No,Cancelled,Animation Title 285,Series,Animation,Hindi,2022,TV,64,2,100,2024-03-10,Evening,2,No,Algorithm,2,245,0.72,Active,low,High Completion,Casual viewer
U100148,40,Male,Nigeria,Africa,Basic,8.99,2024-03-23,2026-02-07,Bank Transfer,No,Active,Documentary Title 92,Movie,Documentary,Portuguese,2011,Tablet,75,2,100,2024-03-30,Morning,3,No,Ads,36,193,0.79,At Risk,low,High Completion,Casual viewer
U100149,50,Female,Japan,Asia,Premium,17.99,2023-07-05,2026-02-07,Card,No,Active,Drama Title 1120,Series,Drama,English,2009,Laptop,141,4,100,2024-02-02,Afternoon,4,Yes,Trending,30,385,0.55,Active,low,High Completion,Heavy viewer
U100150,40,Male,USA,North America,Premium,17.99,2022-06-24,2026-02-07,Card,No,Active,Animation Title 2117,Movie,Animation,Japanese,2017,TV,100,3,83,2022-09-05,Afternoon,2,No,Search,23,324,0.56,Active,low,High Completion,Heavy viewer
U100151,40,Male,France,Europe,Basic,8.99,2024-04-08,2026-02-07,Bank Transfer,Yes,Active,Sci-Fi Title 401,Movie,Sci-Fi,Hindi,2022,Laptop,83,2,100,2024-08-09,Afternoon,5,Yes,Trending,17,241,0.57,Active,low,High Completion,Casual viewer
U100152,21,Female,UK,Europe,Basic,8.99,2023-11-19,2025-02-08,Bank Transfer,No,Cancelled,Thriller Title 519,Series,Thriller,Japanese,2008,Mobile,42,1,70,2024-08-02,Morning,1,No,Algorithm,23,237,0.63,Active,low,Medium,Casual viewer
U100153,17,Male,Canada,North America,Standard,13.99,2023-01-14,2026-02-07,Card,No,Active,Romance Title 321,Series,Romance,Hindi,2013,Tablet,62,2,68,2023-10-01,Night,2,No,Friend,15,285,0.94,Active,low,Medium,Heavy viewer
U100154,17,Male,India,Asia,Basic,8.99,2024-05-23,2025-08-15,Bank Transfer,No,Cancelled,Sci-Fi Title 2380,Movie,Sci-Fi,French,2017,TV,46,1,76,2025-03-16,Night,3,No,Trending,17,218,0.63,Active,low,Medium,Casual viewer
U100155,50,Female,South Africa,Africa,Basic,8.99,2023-07-21,2026-02-07,Bank Transfer,No,Active,Romance Title 2204,Movie,Romance,German,2010,Mobile,50,1,83,2023-11-03,Evening,3,No,Search,41,173,0.74,At Risk,low,High Completion,Casual viewer
U100156,17,Male,Canada,North America,Basic,8.99,2024-01-26,2026-02-07,Card,No,Active,Animation Title 1810,Movie,Animation,French,2002,TV,80,2,100,2024-03-06,Evening,3,No,Ads,8,156,0.71,Active,low,High Completion,Casual viewer
U100157,17,Female,India,Asia,Premium,17.99,2023-05-26,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 2541,Series,Sci-Fi,French,2013,Mobile,120,4,100,2023-07-20,Evening,4,Yes,Trending,30,308,0.53,Active,low,High Completion,Heavy viewer
U100158,50,Male,India,Asia,Premium,17.99,2024-03-04,2026-02-07,Card,No,Active,Romance Title 2814,Movie,Romance,Japanese,2005,Laptop,132,4,100,2024-11-15,Afternoon,3,No,Trending,16,432,0.28,Active,low,High Completion,Heavy viewer
U100159,50,Male,India,Asia,Standard,13.99,2022-06-17,2026-02-07,Wallet,No,Active,Action Title 2322,Movie,Action,Yoruba,2018,Laptop,77,2,85,2023-03-21,Evening,3,No,Search,57,288,0.28,At Risk,low,High Completion,Heavy viewer
U100160,40,Male,France,Europe,Basic,8.99,2022-07-25,2026-02-07,Wallet,No,Active,Action Title 2217,Series,Action,Portuguese,2001,TV,81,2,100,2023-04-29,Morning,2,No,Friend,26,192,0.31,Active,low,High Completion,Casual viewer
U100161,30,Male,Canada,North America,Standard,13.99,2022-11-30,2026-02-07,Bank Transfer,No,Active,Documentary Title 1063,Series,Documentary,Yoruba,2018,Laptop,89,2,98,2022-12-08,Night,4,Yes,Search,31,248,0.66,At Risk,low,High Completion,Casual viewer
U100162,17,Male,Brazil,South America,Basic,8.99,2022-05-02,2026-02-07,Wallet,Yes,Active,Documentary Title 604,Series,Documentary,Japanese,2007,Mobile,43,1,71,2022-07-20,Night,3,No,Trending,18,156,0.62,Active,low,Medium,Casual viewer
U100163,17,Male,Japan,Asia,Basic,8.99,2022-02-24,2022-04-18,Card,Yes,Cancelled,Drama Title 1513,Series,Drama,Portuguese,2003,Laptop,57,1,95,2022-05-23,Afternoon,4,Yes,Algorithm,51,264,0.46,At Risk,low,High Completion,Heavy viewer
U100164,50,Male,USA,North America,Basic,8.99,2023-08-22,2026-02-07,Bank Transfer,No,Active,Animation Title 421,Series,Animation,Japanese,2001,TV,56,1,93,2024-01-23,Night,5,Yes,Ads,10,183,0.97,Active,low,High Completion,Casual viewer
U100165,40,Female,South Africa,Africa,Basic,8.99,2022-07-21,2026-02-07,Card,Yes,Active,Comedy Title 1344,Series,Comedy,French,2015,Mobile,49,1,81,2022-09-16,Afternoon,5,Yes,Algorithm,9,167,0.48,Active,low,High Completion,Casual viewer
U100166,17,Female,India,Asia,Standard,13.99,2022-06-30,2026-02-07,Bank Transfer,No,Active,Documentary Title 1575,Movie,Documentary,Japanese,2005,Mobile,91,3,100,2022-11-09,Morning,4,Yes,Search,8,273,0.7,Active,low,High Completion,Heavy viewer
U100167,21,Male,Germany,Europe,Basic,8.99,2023-10-06,2024-10-19,Bank Transfer,Yes,Cancelled,Romance Title 1972,Series,Romance,English,2012,Laptop,78,2,100,2024-03-10,Night,2,No,Ads,17,144,0.49,Active,low,High Completion,Casual viewer
U100168,21,Female,Nigeria,Africa,Basic,8.99,2022-03-30,2022-10-09,Wallet,No,Cancelled,Drama Title 665,Movie,Drama,Portuguese,2011,Mobile,92,3,100,2022-04-11,Night,2,No,Trending,30,213,0.6,Active,low,High Completion,Casual viewer
U100169,21,Male,USA,North America,Premium,17.99,2023-04-01,2026-02-07,Bank Transfer,Yes,Active,Action Title 2114,Series,Action,Portuguese,2018,Mobile,120,4,100,2023-12-11,Afternoon,3,No,Search,6,406,0.9,Active,low,High Completion,Heavy viewer
U100170,21,Female,Nigeria,Africa,Premium,17.99,2024-03-22,2026-02-07,Bank Transfer,No,Active,Comedy Title 755,Movie,Comedy,Portuguese,2018,Mobile,102,3,85,2024-10-09,Morning,3,No,Ads,10,318,0.98,Active,low,High Completion,Heavy viewer
U100171,40,Female,Brazil,South America,Standard,13.99,2024-02-23,2026-02-07,Wallet,Yes,Active,Action Title 345,Series,Action,Japanese,2004,Tablet,109,3,100,2024-04-25,Evening,5,Yes,Ads,29,257,0.81,Active,low,High Completion,Heavy viewer
U100172,60,Male,India,Asia,Basic,8.99,2024-03-16,2026-02-07,Wallet,No,Active,Drama Title 2840,Movie,Drama,Portuguese,2018,Mobile,67,2,100,2024-07-24,Evening,4,Yes,Search,34,107,0.6,At Risk,low,High Completion,Casual viewer
U100173,17,Female,USA,North America,Standard,13.99,2022-04-29,2026-02-07,Bank Transfer,No,Active,Documentary Title 438,Movie,Documentary,Portuguese,2001,Laptop,80,2,88,2022-08-06,Night,3,No,Algorithm,36,286,0.25,At Risk,low,High Completion,Heavy viewer
U100174,60,Female,South Africa,Africa,Premium,17.99,2022-07-05,2026-02-07,Card,Yes,Active,Animation Title 2488,Series,Animation,Portuguese,2005,Mobile,111,3,92,2022-12-14,Morning,3,No,Algorithm,10,345,0.28,Active,low,High Completion,Heavy viewer
U100175,50,Female,India,Asia,Standard,13.99,2023-10-01,2026-02-07,Card,No,Active,Thriller Title 435,Series,Thriller,Hindi,2018,Laptop,79,2,87,2023-10-21,Night,2,No,Ads,3,306,0.7,Active,low,High Completion,Heavy viewer
U100176,50,Female,India,Asia,Standard,13.99,2023-02-05,2026-02-07,Bank Transfer,Yes,Active,Comedy Title 788,Series,Comedy,German,2006,Mobile,82,2,91,2023-09-06,Night,2,No,Search,10,318,0.79,Active,low,High Completion,Heavy viewer
U100177,40,Male,South Africa,Africa,Premium,17.99,2024-02-23,2026-02-07,Wallet,No,Active,Animation Title 2083,Series,Animation,English,2004,Mobile,115,3,95,2024-07-22,Evening,4,Yes,Search,28,328,0.31,Active,low,High Completion,Heavy viewer
U100178,40,Male,Canada,North America,Standard,13.99,2022-02-15,2026-02-07,Wallet,Yes,Active,Drama Title 2609,Movie,Drama,Japanese,2005,Tablet,75,2,83,2022-03-07,Evening,3,No,Friend,24,191,0.88,Active,low,High Completion,Casual viewer
U100179,21,Female,Germany,Europe,Basic,8.99,2023-11-10,2026-02-07,Card,Yes,Active,Romance Title 2238,Movie,Romance,English,2017,Laptop,90,3,100,2024-04-23,Afternoon,1,No,Friend,50,162,0.52,At Risk,low,High Completion,Casual viewer
U100180,21,Male,Canada,North America,Standard,13.99,2023-11-13,2026-02-07,Bank Transfer,No,Active,Romance Title 118,Series,Romance,English,2014,Laptop,107,3,100,2024-08-14,Evening,2,No,Friend,14,206,0.87,Active,low,High Completion,Casual viewer
U100181,40,Female,Japan,Asia,Basic,8.99,2022-11-27,2023-12-17,Bank Transfer,No,Cancelled,Action Title 1180,Series,Action,German,2014,TV,53,1,88,2023-07-30,Evening,4,Yes,Ads,30,211,0.69,Active,low,High Completion,Casual viewer
U100182,40,Female,France,Europe,Basic,8.99,2024-06-14,2026-02-07,Bank Transfer,Yes,Active,Sci-Fi Title 2578,Series,Sci-Fi,Yoruba,2017,TV,56,1,93,2024-11-03,Afternoon,4,Yes,Algorithm,33,189,0.26,At Risk,low,High Completion,Casual viewer
U100183,17,Female,South Africa,Africa,Basic,8.99,2023-11-02,2026-02-07,Wallet,No,Active,Romance Title 912,Series,Romance,Portuguese,2023,Mobile,53,1,88,2024-05-20,Evening,3,No,Friend,11,126,0.82,Active,low,High Completion,Casual viewer
U100184,50,Female,Canada,North America,Standard,13.99,2023-06-12,2026-02-07,Card,Yes,Active,Sci-Fi Title 967,Movie,Sci-Fi,English,2003,Laptop,78,2,86,2023-11-25,Afternoon,4,Yes,Search,51,294,0.51,At Risk,low,High Completion,Heavy viewer
U100185,50,Male,France,Europe,Basic,8.99,2022-03-22,2026-02-07,Card,No,Active,Thriller Title 1655,Series,Thriller,French,2013,Laptop,79,2,100,2022-10-06,Night,3,No,Trending,43,181,0.97,At Risk,low,High Completion,Casual viewer
U100186,21,Male,France,Europe,Premium,17.99,2024-02-20,2026-02-07,Wallet,No,Active,Animation Title 2285,Series,Animation,French,2006,TV,131,4,100,2024-08-27,Morning,4,Yes,Algorithm,8,325,0.47,Active,low,High Completion,Heavy viewer
U100187,50,Female,Japan,Asia,Premium,17.99,2022-07-11,2026-02-07,Card,No,Active,Animation Title 1250,Movie,Animation,Yoruba,2016,Mobile,125,4,100,2022-07-29,Evening,4,Yes,Algorithm,29,365,0.39,Active,low,High Completion,Heavy viewer
U100188,50,Female,USA,North America,Basic,8.99,2022-01-19,2026-02-07,Wallet,No,Active,Romance Title 2763,Series,Romance,Portuguese,2016,TV,64,2,100,2022-03-22,Night,4,Yes,Algorithm,8,213,0.57,Active,low,High Completion,Casual viewer
U100189,17,Male,France,Europe,Premium,17.99,2022-04-28,2026-02-07,Card,No,Active,Thriller Title 2485,Series,Thriller,English,2010,Mobile,107,3,89,2022-06-11,Afternoon,4,Yes,Ads,19,361,0.95,Active,low,High Completion,Heavy viewer
U100190,21,Male,USA,North America,Basic,8.99,2022-09-07,2026-02-07,Wallet,Yes,Active,Sci-Fi Title 1083,Series,Sci-Fi,German,2019,Laptop,60,2,100,2022-11-24,Evening,2,No,Algorithm,33,199,0.63,At Risk,low,High Completion,Casual viewer
